Codigo,Componente,Nombre_Componente
48956,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48957,CPS0019,CONSUMO DE LAMINADO
48957,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48958,CPS0019,CONSUMO DE LAMINADO
48958,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48959,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48959,CPS0019,CONSUMO DE LAMINADO
48960,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48960,CPS0019,CONSUMO DE LAMINADO
48961,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48961,CPS0019,CONSUMO DE LAMINADO
48962,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48962,CPS0019,CONSUMO DE LAMINADO
48963,CPS0019,CONSUMO DE LAMINADO
48963,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48964,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48964,CPS0019,CONSUMO DE LAMINADO
48966,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
48966,CPS0019,CONSUMO DE LAMINADO
48967,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
48967,CPS0019,CONSUMO DE LAMINADO
48968,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
48968,CPS0019,CONSUMO DE LAMINADO
48969,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
48969,CPS0019,CONSUMO DE LAMINADO
48970,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
48970,CPS0019,CONSUMO DE LAMINADO
48971,CPS0019,CONSUMO DE LAMINADO
48971,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
48973,44955,LAMINADO 280MM BOPP BLCO. BRITE. RITRAMA (8065)
48973,CPS0019,CONSUMO DE LAMINADO
48980,CPS0019,CONSUMO DE LAMINADO
48980,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
48981,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
48981,CPS0019,CONSUMO DE LAMINADO
48982,CPS0019,CONSUMO DE LAMINADO
48982,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
48994,43310,LAMINADO 250 MM PAPEL SEMIBRILLO 80/P ARC
48994,CPS0019,CONSUMO DE LAMINADO
48995,CPS0019,CONSUMO DE LAMINADO
48995,48261,LAMINADO 330MM TERMICO PROTEGIDO 7836 THERMAL TC /80 GR GL/60 RI
48996,CPS0019,CONSUMO DE LAMINADO
48996,48312,LAMINADO 160MM TERMAL  TOP HS AP903 YG60
48997,CPS0019,CONSUMO DE LAMINADO
48997,48261,LAMINADO 330MM TERMICO PROTEGIDO 7836 THERMAL TC /80 GR GL/60 RI
48999,CPS0019,CONSUMO DE LAMINADO
48999,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49000,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
49000,CPS0019,CONSUMO DE LAMINADO
49001,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49001,CPS0019,CONSUMO DE LAMINADO
49002,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49002,CPS0019,CONSUMO DE LAMINADO
49003,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49003,CPS0019,CONSUMO DE LAMINADO
49004,CPS0019,CONSUMO DE LAMINADO
49004,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49008,CPS0019,CONSUMO DE LAMINADO
49008,46886,LAMINADO 250MM PPDL54P1 OPTIMA MATE G60
49010,CPS0019,CONSUMO DE LAMINADO
49010,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49012,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
49012,CPS0019,CONSUMO DE LAMINADO
49012,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
49016,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49016,CPS0019,CONSUMO DE LAMINADO
49017,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49017,CPS0019,CONSUMO DE LAMINADO
49018,CPS0019,CONSUMO DE LAMINADO
49018,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49019,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49019,CPS0019,CONSUMO DE LAMINADO
49020,CPS0019,CONSUMO DE LAMINADO
49020,46828,LAMINADO 250 MM BOPP BLANCO 38 M/P4
49020,46886,LAMINADO 250MM PPDL54P1 OPTIMA MATE G60
49021,CPS0019,CONSUMO DE LAMINADO
49021,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49022,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49022,CPS0019,CONSUMO DE LAMINADO
49023,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49023,CPS0019,CONSUMO DE LAMINADO
49024,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49024,CPS0019,CONSUMO DE LAMINADO
49025,CPS0019,CONSUMO DE LAMINADO
49025,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49026,43193,LAMINADO 330MM PAPEL SEMIBRILLO 80/P4 ARC
49026,CPS0019,CONSUMO DE LAMINADO
49027,CPS0019,CONSUMO DE LAMINADO
49027,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49028,CPS0019,CONSUMO DE LAMINADO
49028,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
49032,CPS0019,CONSUMO DE LAMINADO
49032,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49033,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49033,CPS0019,CONSUMO DE LAMINADO
49034,CPS0019,CONSUMO DE LAMINADO
49034,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49037,CPS0019,CONSUMO DE LAMINADO
49037,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49038,CPS0019,CONSUMO DE LAMINADO
49038,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49041,CPS0019,CONSUMO DE LAMINADO
49041,44822,LAMINADO 160MM PP TRANSP. PPT50P-P1-G62S ARC
49042,44822,LAMINADO 160MM PP TRANSP. PPT50P-P1-G62S ARC
49042,CPS0019,CONSUMO DE LAMINADO
49043,41828,LAMINADO 160MM PAPEL SINTETICO 80micras
49043,CPS0019,CONSUMO DE LAMINADO
49044,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
49044,CPS0019,CONSUMO DE LAMINADO
49045,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49045,CPS0019,CONSUMO DE LAMINADO
49046,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49046,CPS0019,CONSUMO DE LAMINADO
49047,CPS0019,CONSUMO DE LAMINADO
49047,46649,LAMINADO CINTA P/LAMINAR  PP TRANSP. 310MM OLPP24-M-1500
49048,CPS0019,CONSUMO DE LAMINADO
49048,46649,LAMINADO CINTA P/LAMINAR  PP TRANSP. 310MM OLPP24-M-1500
49049,CPS0019,CONSUMO DE LAMINADO
49049,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49050,CPS0019,CONSUMO DE LAMINADO
49050,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49051,CPS0019,CONSUMO DE LAMINADO
49051,44892,LAMINADO 200MM PPBB60-P4-G62S
49051,47363,LAMINADO 200MM PPDL54P1 OPTIMA MATE G60
49052,43573,LAMINADO 200MM PPBB60-P1-G62S
49052,44544,LAMINADO 200MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49052,CPS0019,CONSUMO DE LAMINADO
49053,44892,LAMINADO 200MM PPBB60-P4-G62S
49053,CPS0019,CONSUMO DE LAMINADO
49053,47363,LAMINADO 200MM PPDL54P1 OPTIMA MATE G60
49054,44892,LAMINADO 200MM PPBB60-P4-G62S
49054,CPS0019,CONSUMO DE LAMINADO
49054,47363,LAMINADO 200MM PPDL54P1 OPTIMA MATE G60
49056,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49056,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
49056,CPS0019,CONSUMO DE LAMINADO
49057,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49057,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
49057,CPS0019,CONSUMO DE LAMINADO
49060,CPS0019,CONSUMO DE LAMINADO
49060,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49061,43193,LAMINADO 330MM PAPEL SEMIBRILLO 80/P4 ARC
49061,CPS0019,CONSUMO DE LAMINADO
49067,43431,LAMINADO 160MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49067,CPS0019,CONSUMO DE LAMINADO
49068,39682,LAMINADO 200MM BOPP PERLADO( 07358 ) RI 757/PR SK 60 AP901
49068,CPS0019,CONSUMO DE LAMINADO
49069,CPS0019,CONSUMO DE LAMINADO
49069,46148,LAMINADO 330MM PPBB60-P1-G62S
49070,CPS0019,CONSUMO DE LAMINADO
49070,46148,LAMINADO 330MM PPBB60-P1-G62S
49071,CPS0019,CONSUMO DE LAMINADO
49071,46148,LAMINADO 330MM PPBB60-P1-G62S
49072,CPS0019,CONSUMO DE LAMINADO
49072,46148,LAMINADO 330MM PPBB60-P1-G62S
49073,CPS0019,CONSUMO DE LAMINADO
49073,46192,LAMINADO 330MM PPBB60-P4-G62S
49074,CPS0019,CONSUMO DE LAMINADO
49074,46192,LAMINADO 330MM PPBB60-P4-G62S
49075,CPS0019,CONSUMO DE LAMINADO
49075,46192,LAMINADO 330MM PPBB60-P4-G62S
49076,CPS0019,CONSUMO DE LAMINADO
49076,46192,LAMINADO 330MM PPBB60-P4-G62S
49077,CPS0019,CONSUMO DE LAMINADO
49077,46192,LAMINADO 330MM PPBB60-P4-G62S
49078,CPS0019,CONSUMO DE LAMINADO
49078,46192,LAMINADO 330MM PPBB60-P4-G62S
49079,CPS0019,CONSUMO DE LAMINADO
49079,46192,LAMINADO 330MM PPBB60-P4-G62S
49080,CPS0019,CONSUMO DE LAMINADO
49080,46192,LAMINADO 330MM PPBB60-P4-G62S
49081,39805,LAMINADO 230MM PAPEL SEMIBRILLO  80 GR 6770 AP904 RI
49081,CPS0019,CONSUMO DE LAMINADO
49082,CPS0019,CONSUMO DE LAMINADO
49082,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
49084,43705,LAMINADO 168MM PP TRANSP.  PPT50P-P1-G62S ARC
49084,CPS0019,CONSUMO DE LAMINADO
49085,CPS0019,CONSUMO DE LAMINADO
49085,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49086,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49086,CPS0019,CONSUMO DE LAMINADO
49089,CPS0019,CONSUMO DE LAMINADO
49089,48646,LAMINADO FILM PETG 290 MM 45 MIC
49090,CPS0019,CONSUMO DE LAMINADO
49090,46148,LAMINADO 330MM PPBB60-P1-G62S
49091,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49091,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
49091,CPS0019,CONSUMO DE LAMINADO
49092,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49092,CPS0019,CONSUMO DE LAMINADO
49093,CPS0019,CONSUMO DE LAMINADO
49093,46036,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO) ARP
49094,CPS0019,CONSUMO DE LAMINADO
49094,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49095,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49095,CPS0019,CONSUMO DE LAMINADO
49097,44572,LAMINADO CINTA P/LAMINAR  PP TRANSP. 240mm.
49097,CPS0019,CONSUMO DE LAMINADO
49097,46774,LAMINADO 200MM PP BLANCO BRILLANTE TC8 AP903 PET30 (08923)
49099,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49099,CPS0019,CONSUMO DE LAMINADO
49100,CPS0019,CONSUMO DE LAMINADO
49100,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49106,CPS0019,CONSUMO DE LAMINADO
49106,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49113,CPS0019,CONSUMO DE LAMINADO
49113,46384,LAMINADO 330 MM PAPEL TERMICO PROTEGIDO T77 PH G62 ARC
49114,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
49114,CPS0019,CONSUMO DE LAMINADO
49117,42816,LAMINADO 250MM BOPP BLANCO RITRAMA  (3022)
49117,CPS0019,CONSUMO DE LAMINADO
49117,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
49126,CPS0019,CONSUMO DE LAMINADO
49126,45887,LAMINADO 300MM PAPEL SEMIBRILLO RP48AT 80G DIP
49127,CPS0019,CONSUMO DE LAMINADO
49127,45887,LAMINADO 300MM PAPEL SEMIBRILLO RP48AT 80G DIP
49128,CPS0019,CONSUMO DE LAMINADO
49128,45887,LAMINADO 300MM PAPEL SEMIBRILLO RP48AT 80G DIP
49129,CPS0019,CONSUMO DE LAMINADO
49129,45887,LAMINADO 300MM PAPEL SEMIBRILLO RP48AT 80G DIP
49130,CPS0019,CONSUMO DE LAMINADO
49130,45887,LAMINADO 300MM PAPEL SEMIBRILLO RP48AT 80G DIP
49131,CPS0019,CONSUMO DE LAMINADO
49131,45887,LAMINADO 300MM PAPEL SEMIBRILLO RP48AT 80G DIP
49132,CPS0019,CONSUMO DE LAMINADO
49132,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49133,CPS0019,CONSUMO DE LAMINADO
49133,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49134,CPS0019,CONSUMO DE LAMINADO
49134,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49139,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49139,CPS0019,CONSUMO DE LAMINADO
49140,CPS0019,CONSUMO DE LAMINADO
49140,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49141,CPS0019,CONSUMO DE LAMINADO
49141,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49142,CPS0019,CONSUMO DE LAMINADO
49142,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49144,CPS0019,CONSUMO DE LAMINADO
49144,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49146,CPS0019,CONSUMO DE LAMINADO
49146,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49147,CPS0019,CONSUMO DE LAMINADO
49147,46148,LAMINADO 330MM PPBB60-P1-G62S
49148,CPS0019,CONSUMO DE LAMINADO
49148,46148,LAMINADO 330MM PPBB60-P1-G62S
49149,CPS0019,CONSUMO DE LAMINADO
49149,46148,LAMINADO 330MM PPBB60-P1-G62S
49150,CPS0019,CONSUMO DE LAMINADO
49150,46148,LAMINADO 330MM PPBB60-P1-G62S
49153,CPS0019,CONSUMO DE LAMINADO
49153,46148,LAMINADO 330MM PPBB60-P1-G62S
49154,46148,LAMINADO 330MM PPBB60-P1-G62S
49154,CPS0019,CONSUMO DE LAMINADO
49155,CPS0019,CONSUMO DE LAMINADO
49155,46148,LAMINADO 330MM PPBB60-P1-G62S
49156,46148,LAMINADO 330MM PPBB60-P1-G62S
49156,CPS0019,CONSUMO DE LAMINADO
49157,43299,LAMINADO 110MM PAPEL TRANSFER TT64/PH
49157,CPS0019,CONSUMO DE LAMINADO
49163,CPS0019,CONSUMO DE LAMINADO
49163,44822,LAMINADO 160MM PP TRANSP. PPT50P-P1-G62S ARC
49164,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49164,CPS0019,CONSUMO DE LAMINADO
49165,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
49165,43452,LAMINADO 160MM PP BCO BTE P4 38M G58 ARC
49165,CPS0019,CONSUMO DE LAMINADO
49167,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49167,CPS0019,CONSUMO DE LAMINADO
49168,CPS0019,CONSUMO DE LAMINADO
49168,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49169,CPS0019,CONSUMO DE LAMINADO
49169,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49170,CPS0019,CONSUMO DE LAMINADO
49170,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49177,CPS0019,CONSUMO DE LAMINADO
49177,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49178,CPS0019,CONSUMO DE LAMINADO
49178,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49179,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49179,CPS0019,CONSUMO DE LAMINADO
49180,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49180,CPS0019,CONSUMO DE LAMINADO
49181,CPS0019,CONSUMO DE LAMINADO
49181,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49182,CPS0019,CONSUMO DE LAMINADO
49182,45585,LAMINADO 330MM BOPP  METALIZADO PLATA BRILLANTE RI 717/50
49183,46344,LAMINADO 160MM PPBB60-P1-G62S (Samson)
49183,CPS0019,CONSUMO DE LAMINADO
49184,CPS0019,CONSUMO DE LAMINADO
49184,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49185,CPS0019,CONSUMO DE LAMINADO
49185,46649,LAMINADO CINTA P/LAMINAR  PP TRANSP. 310MM OLPP24-M-1500
49185,46722,LAMINADO 320MM PPDL54BH OPTIMA MATE AF1000 G60
49188,50427,LAMINADO 333MM STONE PAPER TD FRONTAL S/ADHESIVO
49188,49712,LAMINADO 340MM GLASSINE 60G SILICONADO
49189,CPS0019,CONSUMO DE LAMINADO
49189,47415,LAMINADO 250MM PPDL54BH OPTIMA MATE AF1000 G60
49190,44533,LAMINADO 320MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49190,CPS0019,CONSUMO DE LAMINADO
49192,42252,LAMINADO CINTA P/LAM  PP TRANSP. 300MM BRILLANTE 24M
49192,CPS0019,CONSUMO DE LAMINADO
49192,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
49193,CPS0019,CONSUMO DE LAMINADO
49193,48640,LAMINADO FILM PVC 290 MM 40 MIC
49195,CPS0019,CONSUMO DE LAMINADO
49195,48646,LAMINADO FILM PETG 290 MM 45 MIC
49197,CPS0019,CONSUMO DE LAMINADO
49197,45051,LAMINADO 330MM PAPEL TRANSFER TT64/PH
49200,49031,LAMINADO 340 MM GREEN PAPER 100u - s/adhesivo
49200,49767,LAMINADO 340MM GLASSINE NACIONAL
49201,CPS0019,CONSUMO DE LAMINADO
49201,54314,LAMINADO 167 WINEGLASS (MANUAL) 10939 RI
49203,45730,LAMINADO 260MM PAPEL SEMIBRILLO AF1000 RP48AT 80G DIP
49203,CPS0019,CONSUMO DE LAMINADO
49206,CPS0019,CONSUMO DE LAMINADO
49206,46148,LAMINADO 330MM PPBB60-P1-G62S
49206,50754,LAMINADO 320MM PPDL54P4 OPTIMA MATE 2 G60 (F9CG3 ) MIC
49207,43573,LAMINADO 200MM PPBB60-P1-G62S
49207,CPS0019,CONSUMO DE LAMINADO
49207,44544,LAMINADO 200MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
49210,44955,LAMINADO 280MM BOPP BLCO. BRITE. RITRAMA (8065)
49210,CPS0019,CONSUMO DE LAMINADO
49211,CPS0019,CONSUMO DE LAMINADO
49211,46148,LAMINADO 330MM PPBB60-P1-G62S
49212,46148,LAMINADO 330MM PPBB60-P1-G62S
49212,CPS0019,CONSUMO DE LAMINADO
49213,CPS0019,CONSUMO DE LAMINADO
49213,46148,LAMINADO 330MM PPBB60-P1-G62S
49214,CPS0019,CONSUMO DE LAMINADO
49214,46148,LAMINADO 330MM PPBB60-P1-G62S
49215,CPS0019,CONSUMO DE LAMINADO
49215,46148,LAMINADO 330MM PPBB60-P1-G62S
49216,CPS0019,CONSUMO DE LAMINADO
49216,710,LAMINADO 167 WINEGLASS (AUTOMATICO) PT220 ECO
49217,43477,LAMINADO 110MM PP TRANSPARENTE 50/P1-G62S ARC
49217,CPS0019,CONSUMO DE LAMINADO
49218,CPS0019,CONSUMO DE LAMINADO
49218,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
49219,CPS0019,CONSUMO DE LAMINADO
49219,56683,LAMINADO 280MM PAPEL SEMIBRILLO 6770 AP904 RI
49222,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49222,CPS0019,CONSUMO DE LAMINADO
49225,CPS0019,CONSUMO DE LAMINADO
49225,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49226,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49226,CPS0019,CONSUMO DE LAMINADO
49227,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49227,CPS0019,CONSUMO DE LAMINADO
49228,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49228,CPS0019,CONSUMO DE LAMINADO
49229,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49229,CPS0019,CONSUMO DE LAMINADO
49230,CPS0019,CONSUMO DE LAMINADO
49230,43695,LAMINADO 333MM PP TRANSP. PPT50P-P1-G62S ARC
49232,CPS0019,CONSUMO DE LAMINADO
49232,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49234,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49234,CPS0019,CONSUMO DE LAMINADO
49241,CPS0019,CONSUMO DE LAMINADO
49241,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49243,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
49243,CPS0019,CONSUMO DE LAMINADO
49244,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49244,CPS0019,CONSUMO DE LAMINADO
49245,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49245,CPS0019,CONSUMO DE LAMINADO
49246,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49246,CPS0019,CONSUMO DE LAMINADO
49247,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49247,CPS0019,CONSUMO DE LAMINADO
49248,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
49248,CPS0019,CONSUMO DE LAMINADO
49249,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49249,CPS0019,CONSUMO DE LAMINADO
49250,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49250,CPS0019,CONSUMO DE LAMINADO
49251,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49251,CPS0019,CONSUMO DE LAMINADO
49252,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49252,CPS0019,CONSUMO DE LAMINADO
49253,44955,LAMINADO 280MM BOPP BLCO. BRITE. RITRAMA (8065)
49253,CPS0019,CONSUMO DE LAMINADO
49254,CPS0019,CONSUMO DE LAMINADO
49254,46145,LAMINADO 110MM PPBB60-P1-G62S
49255,CPS0019,CONSUMO DE LAMINADO
49255,46145,LAMINADO 110MM PPBB60-P1-G62S
49256,CPS0019,CONSUMO DE LAMINADO
49256,46145,LAMINADO 110MM PPBB60-P1-G62S
49257,CPS0019,CONSUMO DE LAMINADO
49257,46145,LAMINADO 110MM PPBB60-P1-G62S
49258,CPS0019,CONSUMO DE LAMINADO
49258,46145,LAMINADO 110MM PPBB60-P1-G62S
49259,CPS0019,CONSUMO DE LAMINADO
49259,46145,LAMINADO 110MM PPBB60-P1-G62S
49260,CPS0019,CONSUMO DE LAMINADO
49260,46145,LAMINADO 110MM PPBB60-P1-G62S
49261,CPS0019,CONSUMO DE LAMINADO
49261,43973,LAMINADO 110MM PAPEL SINTETICO 200 micras MIC
49262,CPS0019,CONSUMO DE LAMINADO
49262,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49263,CPS0019,CONSUMO DE LAMINADO
49263,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49264,44928,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G62S Exacto ARP
49264,CPS0019,CONSUMO DE LAMINADO
49266,CPS0019,CONSUMO DE LAMINADO
49266,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
49267,CPS0019,CONSUMO DE LAMINADO
49267,57557,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G60 ARP
49270,CPS0019,CONSUMO DE LAMINADO
49270,45650,LAMINADO 260MM PAPEL SEMIBRILLO F0204B /AT20/40#SCK AD
49277,CPS0019,CONSUMO DE LAMINADO
49277,46192,LAMINADO 330MM PPBB60-P4-G62S
49278,CPS0019,CONSUMO DE LAMINADO
49278,46192,LAMINADO 330MM PPBB60-P4-G62S
49279,CPS0019,CONSUMO DE LAMINADO
49279,47939,LAMINADO 290MM PAPEL TRILAMINADO Papel de 45g/Mepro 17/PE de 35 o 40 micras
49280,CPS0019,CONSUMO DE LAMINADO
49280,47939,LAMINADO 290MM PAPEL TRILAMINADO Papel de 45g/Mepro 17/PE de 35 o 40 micras
49281,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
49281,CPS0019,CONSUMO DE LAMINADO
49282,46192,LAMINADO 330MM PPBB60-P4-G62S
49282,CPS0019,CONSUMO DE LAMINADO
49283,CPS0019,CONSUMO DE LAMINADO
49283,46192,LAMINADO 330MM PPBB60-P4-G62S
49286,44892,LAMINADO 200MM PPBB60-P4-G62S
49286,CPS0019,CONSUMO DE LAMINADO
49287,CPS0019,CONSUMO DE LAMINADO
49287,44892,LAMINADO 200MM PPBB60-P4-G62S
49288,44892,LAMINADO 200MM PPBB60-P4-G62S
