Codigo,Componente,Nombre_Componente
57754,CPS0019,CONSUMO DE LAMINADO
57754,56392,LAMINADO 330MM WHITE COVER
57760,CPS0019,CONSUMO DE LAMINADO
57760,44927,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
57761,CPS0019,CONSUMO DE LAMINADO
57761,57373,LAMINADO 300MM PP BCO BTE PPBB60-P ARP
57762,CPS0019,CONSUMO DE LAMINADO
57762,57373,LAMINADO 300MM PP BCO BTE PPBB60-P ARP
57767,CPS0019,CONSUMO DE LAMINADO
57767,43431,LAMINADO 160MM PAPEL SEMIBRILLO L80-PH-G62S ( EXACTO) ARP
57768,CPS0019,CONSUMO DE LAMINADO
57768,54394,LAMINADO 333MM PP BCO. SY1071H RP37 EXACTO UPM
57769,CPS0019,CONSUMO DE LAMINADO
57769,54394,LAMINADO 333MM PP BCO. SY1071H RP37 EXACTO UPM
57772,CPS0019,CONSUMO DE LAMINADO
57772,58129,LAMINADO 333MM SY2040S PP BCO TC60  RP37 UPM
57773,CPS0019,CONSUMO DE LAMINADO
57773,53609,LAMINADO 330MM PP BLANCO TC 40 MICRAS  02176 RI757
57773,57346,LAMINADO 330MM PP BCO. BTE. 60 S0290 F2953B AVERY
57776,CPS0019,CONSUMO DE LAMINADO
57776,56778,LAMINADO 330MM PAPEL SEMIBRILLO L80-P6H-G62S ARC
57777,CPS0019,CONSUMO DE LAMINADO
57777,56778,LAMINADO 330MM PAPEL SEMIBRILLO L80-P6H-G62S ARC
57778,42817,LAMINADO 300MM BOPP BCO. BRILLANTE 60 TC (08065)
57778,CPS0019,CONSUMO DE LAMINADO
57780,CPS0019,CONSUMO DE LAMINADO
57780,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
57783,CPS0019,CONSUMO DE LAMINADO
57783,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
57784,CPS0019,CONSUMO DE LAMINADO
57784,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
57785,44261,LAMINADO 300MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
57785,CPS0019,CONSUMO DE LAMINADO
57786,CPS0019,CONSUMO DE LAMINADO
57786,44261,LAMINADO 300MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
57787,45051,LAMINADO 330MM PAPEL TRANSFER TT64/PH
57787,CPS0019,CONSUMO DE LAMINADO
57788,CPS0019,CONSUMO DE LAMINADO
57788,54226,LAMINADO 200MM PP  BCO. SY1071H RP37 EXACTO UPM
57789,CPS0019,CONSUMO DE LAMINADO
57789,56378,LAMINADO 110MM PAPEL SEMIBRILLO L80-P6H-G62S ARC
57790,CPS0019,CONSUMO DE LAMINADO
57790,51557,LAMINADO FILM PETG 280 MM 45 MIC
57791,CPS0019,CONSUMO DE LAMINADO
57791,51557,LAMINADO FILM PETG 280 MM 45 MIC
57792,CPS0019,CONSUMO DE LAMINADO
57792,51557,LAMINADO FILM PETG 280 MM 45 MIC
57793,CPS0019,CONSUMO DE LAMINADO
57793,51557,LAMINADO FILM PETG 280 MM 45 MIC
57794,CPS0019,CONSUMO DE LAMINADO
57794,51557,LAMINADO FILM PETG 280 MM 45 MIC
57795,CPS0019,CONSUMO DE LAMINADO
57795,51557,LAMINADO FILM PETG 280 MM 45 MIC
57796,CPS0019,CONSUMO DE LAMINADO
57796,51557,LAMINADO FILM PETG 280 MM 45 MIC
57798,CPS0019,CONSUMO DE LAMINADO
57798,50360,LAMINADO FILM PETG 300 MM 45 MIC
57798,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
57799,45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR
57799,CPS0019,CONSUMO DE LAMINADO
57799,50360,LAMINADO FILM PETG 300 MM 45 MIC
578,CPS0019,CONSUMO DE LAMINADO
578,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57800,CPS0019,CONSUMO DE LAMINADO
57800,50360,LAMINADO FILM PETG 300 MM 45 MIC
57801,CPS0019,CONSUMO DE LAMINADO
57801,50360,LAMINADO FILM PETG 300 MM 45 MIC
57802,CPS0019,CONSUMO DE LAMINADO
57802,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
57803,CPS0019,CONSUMO DE LAMINADO
57803,56775,LAMINADO 160MM PAPEL SEMIBRILLO L80-P6H-G62S ARC
57809,CPS0019,CONSUMO DE LAMINADO
57809,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57810,CPS0019,CONSUMO DE LAMINADO
57810,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57811,CPS0019,CONSUMO DE LAMINADO
57811,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57812,CPS0019,CONSUMO DE LAMINADO
57812,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57813,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
57813,CPS0019,CONSUMO DE LAMINADO
57814,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
57814,CPS0019,CONSUMO DE LAMINADO
57816,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
57816,CPS0019,CONSUMO DE LAMINADO
57817,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
57817,CPS0019,CONSUMO DE LAMINADO
57818,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
57818,CPS0019,CONSUMO DE LAMINADO
57820,CPS0019,CONSUMO DE LAMINADO
57820,46452,LAMINADO 300MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
57821,CPS0019,CONSUMO DE LAMINADO
57821,50360,LAMINADO FILM PETG 300 MM 45 MIC
57822,CPS0019,CONSUMO DE LAMINADO
57822,50359,LAMINADO FILM PETG 240 MM 45 MIC
57823,CPS0019,CONSUMO DE LAMINADO
57823,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57824,43348,LAMINADO 111MM PAPEL TERMICO T70/P ARC
57824,CPS0019,CONSUMO DE LAMINADO
57825,CPS0019,CONSUMO DE LAMINADO
57825,57844,LAMINADO 330MM PAPEL SEMIBRILLO L80 -P - G60 AR
57825,46187,LAMINADO FOLIA ORO COLDFOIL 320MM DGCF-613-OP
57826,CPS0019,CONSUMO DE LAMINADO
57826,59025,LAMINADO 330MM PP BCO MATE PPDL54-FH G60 ARP
57827,CPS0019,CONSUMO DE LAMINADO
57827,59025,LAMINADO 330MM PP BCO MATE PPDL54-FH G60 ARP
57828,CPS0019,CONSUMO DE LAMINADO
57828,59025,LAMINADO 330MM PP BCO MATE PPDL54-FH G60 ARP
57829,CPS0019,CONSUMO DE LAMINADO
57829,53894,LAMINADO 300MM PP TRANSP. RP37 SY105C UPM RAFLATAC
57830,CPS0019,CONSUMO DE LAMINADO
57830,57557,LAMINADO 300MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57831,CPS0019,CONSUMO DE LAMINADO
57831,57559,LAMINADO 330MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57832,CPS0019,CONSUMO DE LAMINADO
57832,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57841,CPS0019,CONSUMO DE LAMINADO
57841,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57842,CPS0019,CONSUMO DE LAMINADO
57842,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57843,CPS0019,CONSUMO DE LAMINADO
57843,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
57846,CPS0019,CONSUMO DE LAMINADO
57846,56389,LAMINADO 333MM PAPEL SEMIBRILLO BG62 ECOPRINT S2045 AD
57849,CPS0019,CONSUMO DE LAMINADO
57849,57852,LAMINADO 110MM WHITE COVER
57850,CPS0019,CONSUMO DE LAMINADO
57850,57852,LAMINADO 110MM WHITE COVER
57851,CPS0019,CONSUMO DE LAMINADO
57851,57852,LAMINADO 110MM WHITE COVER
57853,CPS0019,CONSUMO DE LAMINADO
57853,57863,LAMINADO 300mm PP TRANSP (03838) TC8 AP901 WG62 RI
57854,42684,LAMINADO 300MM PP TRANSP. (7559) 50TC S0208 BG62B
